benchmark,network_id,network,domain,family,method_id,method,parameter,parameter_value,is_primary,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std
revision,ego_facebook,ego-Facebook,social,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9945869992308278,0.00044480038484129444,0.9953943389739776,0.00037548899330913123,0.9725877765942906,0.0013321489034576165,0.9725877765942906,0.0013321489034576165,0.9725877765942906,0.0013321489034576165,0.9754551172219494,0.0011979724594513741
revision,ego_facebook,ego-Facebook,social,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9840093444193705,0.0006750300919973539,0.9896046509162758,0.00037564387714835985,0.9613283437851192,0.0013892826026897797,0.9613283437851192,0.0013892826026897797,0.9613283437851192,0.0013892826026897797,0.9643956396520709,0.0012714210987906027
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_path,lpi,LPI-beta-0.1,beta,0.1,False,0.9105585292516194,0.0008026863525668164,0.9189819613220525,0.0007344462181874936,0.8410139838204108,0.0012673557913477455,0.8410139838204108,0.0012673557913477455,0.8410139838204108,0.0012673557913477971,0.8526191778365657,0.001165801087276028
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_path,lpi,LPI-beta-0.01,beta,0.01,False,0.9356972720875356,0.0005301551062054773,0.9413929916640453,0.0006778330018775388,0.8698689252385151,0.0017447873238583347,0.8698689252385151,0.0017447873238583347,0.8698689252385151,0.0017447873238583347,0.880185658730244,0.0015564725384608344
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.9467272601170965,0.000516758567143736,0.9502320335800217,0.0006983208325608225,0.8812644440368841,0.0020586902809294058,0.8812644440368841,0.0020586902809294058,0.8812644440368841,0.002058690280929434,0.8912239256608224,0.0018185774656005625
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.9318202147275791,0.0010197811671463634,0.9386583006402622,0.0008159599907307812,0.8663227449159248,0.001547572405888284,0.8663227449159248,0.001547572405888284,0.8663227449159248,0.001547572405888284,0.8766586473051895,0.0014071187327561348
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.9514148095183808,0.0009788946922131738,0.9554067386339687,0.0009372372602291894,0.8905042888422781,0.0019519406258782129,0.8905042888422781,0.0019519406258782129,0.8905042888422781,0.0019519406258781925,0.8996724750580294,0.0017740682802072445
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.9181404715493571,0.00246611427989521,0.9348234775639359,0.0015254488969207974,0.8639531583809943,0.0022612369554727953,0.8639531583809943,0.0022612369554727953,0.8639531583809943,0.0022612369554727884,0.8723759583934264,0.0022926732744357695
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.8783302323441717,0.0008484321569329441,0.8921734282634677,0.0006359682180252817,0.8099457775865909,0.0011077027466087836,0.8099457775865909,0.0011077027466087836,0.8099457775865911,0.0011077027466087712,0.8221564462338279,0.0009933700835744767
revision,socfb_middlebury45,socfb-Middlebury45,social,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.936897985693888,0.0009736267612548656,0.9432814534354126,0.0008885106084220236,0.8732258874212692,0.0018818746655009664,0.8732258874212692,0.0018818746655009664,0.8732258874212692,0.0018818746655009694,0.8831620370274873,0.0017178172004070505
